db_uniqueid,db_workerid,db_assignmentid,db_hitid,db_status,session_condition,session_counterbalance,uniqueId,condition,counterbalance,assignment_slot,rho,start_type,record_number,phase,round_index,task_number,task_type,word,word_index,response,rt,distractor_response,distractor_response_index,distractor_answered,previous_value,forecast_typed_value,forecast_value,forecast_is_numeric,true_value,forecast_error,points_earned,cumulative_score,typed_value,typed_actual_value,typed_actual_correct,bonus_payment_dollars,codeversion,competency_correct,competency_matters_for_exclusion,competency_question_number,competency_response,correct,correct_response,cumulative_score_before_feedback,db_beginexp,db_beginhit,db_bonus,db_browser,db_codeversion,db_cond,db_counterbalance,db_endhit,db_ipaddress,db_language,db_mode,db_platform,distractor_block_elapsed_ms,distractor_block_time_limit_ms,distractor_finished_after_time_limit,distractor_response_time_ms,expected_bonus_dollars,expected_score_for_payment,failed_competency,failure_screen_shown,final_score,finished_instructions,flat_fee_dollars,fullscreen_exit_count,fullscreen_exit_reason,fullscreen_monitoring_active,instruction_page_number,instruction_phase,internal_node_id,is_fullscreen,next_instruction_page,participant_feedback,session_assignmentId,session_bonus,session_currenttrial,session_hitId,session_id,session_mode,session_useragent,session_workerId,stimulus,success,time_elapsed,total_payment_dollars,trial_index,trial_type
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,186,distractor_question,39,39,size,TREAD,2,1,1012,no,1,True,,,,,,,,,,,,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,4119.300000011921,4000,True,1012,,,False,,,,,0,,True,,,0.0-7.0-98.0-2.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,"
      
    <style>
      #jspsych-content {
        width: 100%;
        min-height: 88vh;
        display: flex;
        flex-direction: column;
        align-items: center;
        justify-content: center;
        text-align: center;
      }

      #jspsych-html-button-response-stimulus {
        text-align: center;
      }

      #jspsych-html-button-response-btngroup {
        margin-top: 28px !important;
        text-align: center;
      }

      .jspsych-html-button-response-button {
        margin: 0 8px !important;
      }

      .jspsych-html-button-response-button button {
        font-size: 20px !important;
        padding: 8px 22px !important;
      }
    </style>
  

      <div style=""
        text-align: center;
      "">
        <div style=""
          font-size: 42px;
          font-weight: bold;
          margin-bottom: 18px;
        "">
          TREAD
        </div>

        <div style=""
          font-size: 30px;
        "">
          Will this item fit in a shoebox?
        </div>
      </div>
    ",,527993,,179,html-button-response
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,187,forecast,39,,,,,"{""forecast_value"": ""504""}",5708.599999964237,,,,500,504,504,True,,,,,,,,,0.0.1,,,,,,,840,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,,,,,,,False,,,,,0,,True,,,0.0-7.0-99.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,,,533703,,180,survey-text
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,188,forecast_feedback_recitation,39,,,,,"{""typed_actual_value"": ""471""}",4015.400000035763,,,,,,504,,471,33,0,840,,471,True,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,,,,,,,False,,,,,0,,True,,,0.0-7.0-100.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,,,537721,,181,survey-text
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,189,distractor_question,40,40,size,ORGAN,0,1,2890.100000023842,no,1,True,,,,,,,,,,,,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,2891.7000000476837,4000,False,2890.100000023842,,,False,,,,,0,,True,,,0.0-7.0-101.0-0.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,"
      
    <style>
      #jspsych-content {
        width: 100%;
        min-height: 88vh;
        display: flex;
        flex-direction: column;
        align-items: center;
        justify-content: center;
        text-align: center;
      }

      #jspsych-html-button-response-stimulus {
        text-align: center;
      }

      #jspsych-html-button-response-btngroup {
        margin-top: 28px !important;
        text-align: center;
      }

      .jspsych-html-button-response-button {
        margin: 0 8px !important;
      }

      .jspsych-html-button-response-button button {
        font-size: 20px !important;
        padding: 8px 22px !important;
      }
    </style>
  

      <div style=""
        text-align: center;
      "">
        <div style=""
          font-size: 42px;
          font-weight: bold;
          margin-bottom: 18px;
        "">
          ORGAN
        </div>

        <div style=""
          font-size: 30px;
        "">
          Will this item fit in a shoebox?
        </div>
      </div>
    ",,540613,,182,html-button-response
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,190,distractor_question,40,40,size,BUYER,1,1,874.0999999642372,no,1,True,,,,,,,,,,,,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,3767.400000035763,4000,False,874.0999999642372,,,False,,,,,0,,True,,,0.0-7.0-101.0-1.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,"
      
    <style>
      #jspsych-content {
        width: 100%;
        min-height: 88vh;
        display: flex;
        flex-direction: column;
        align-items: center;
        justify-content: center;
        text-align: center;
      }

      #jspsych-html-button-response-stimulus {
        text-align: center;
      }

      #jspsych-html-button-response-btngroup {
        margin-top: 28px !important;
        text-align: center;
      }

      .jspsych-html-button-response-button {
        margin: 0 8px !important;
      }

      .jspsych-html-button-response-button button {
        font-size: 20px !important;
        padding: 8px 22px !important;
      }
    </style>
  

      <div style=""
        text-align: center;
      "">
        <div style=""
          font-size: 42px;
          font-weight: bold;
          margin-bottom: 18px;
        "">
          BUYER
        </div>

        <div style=""
          font-size: 30px;
        "">
          Will this item fit in a shoebox?
        </div>
      </div>
    ",,541489,,183,html-button-response
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,191,distractor_question,40,40,size,MAGNET,2,0,863.8999999761581,yes,0,True,,,,,,,,,,,,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,4633.100000023842,4000,True,863.8999999761581,,,False,,,,,0,,True,,,0.0-7.0-101.0-2.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,"
      
    <style>
      #jspsych-content {
        width: 100%;
        min-height: 88vh;
        display: flex;
        flex-direction: column;
        align-items: center;
        justify-content: center;
        text-align: center;
      }

      #jspsych-html-button-response-stimulus {
        text-align: center;
      }

      #jspsych-html-button-response-btngroup {
        margin-top: 28px !important;
        text-align: center;
      }

      .jspsych-html-button-response-button {
        margin: 0 8px !important;
      }

      .jspsych-html-button-response-button button {
        font-size: 20px !important;
        padding: 8px 22px !important;
      }
    </style>
  

      <div style=""
        text-align: center;
      "">
        <div style=""
          font-size: 42px;
          font-weight: bold;
          margin-bottom: 18px;
        "">
          MAGNET
        </div>

        <div style=""
          font-size: 30px;
        "">
          Will this item fit in a shoebox?
        </div>
      </div>
    ",,542355,,184,html-button-response
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,192,forecast,40,,,,,"{""forecast_value"": ""492""}",5352.100000023842,,,,471,492,492,True,,,,,,,,,0.0.1,,,,,,,840,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,,,,,,,False,,,,,0,,True,,,0.0-7.0-102.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,,,547708,,185,survey-text
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,193,forecast_feedback_recitation,40,,,,,"{""typed_actual_value"": ""466""}",2605.100000023842,,,,,,492,,466,26,0,840,,466,True,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,,,,,,,False,,,,,0,,True,,,0.0-7.0-103.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,,,550316,,186,survey-text
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,194,distractor_question,41,41,size,DINOSAUR,0,1,1444.699999988079,no,1,True,,,,,,,,,,,,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,1446.800000011921,4000,False,1444.699999988079,,,False,,,,,0,,True,,,0.0-7.0-104.0-0.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,"
      
    <style>
      #jspsych-content {
        width: 100%;
        min-height: 88vh;
        display: flex;
        flex-direction: column;
        align-items: center;
        justify-content: center;
        text-align: center;
      }

      #jspsych-html-button-response-stimulus {
        text-align: center;
      }

      #jspsych-html-button-response-btngroup {
        margin-top: 28px !important;
        text-align: center;
      }

      .jspsych-html-button-response-button {
        margin: 0 8px !important;
      }

      .jspsych-html-button-response-button button {
        font-size: 20px !important;
        padding: 8px 22px !important;
      }
    </style>
  

      <div style=""
        text-align: center;
      "">
        <div style=""
          font-size: 42px;
          font-weight: bold;
          margin-bottom: 18px;
        "">
          DINOSAUR
        </div>

        <div style=""
          font-size: 30px;
        "">
          Will this item fit in a shoebox?
        </div>
      </div>
    ",,551763,,187,html-button-response
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,195,distractor_question,41,41,size,SAUCER,1,0,1367.199999988079,yes,0,True,,,,,,,,,,,,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,2815.800000011921,4000,False,1367.199999988079,,,False,,,,,0,,True,,,0.0-7.0-104.0-1.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,"
      
    <style>
      #jspsych-content {
        width: 100%;
        min-height: 88vh;
        display: flex;
        flex-direction: column;
        align-items: center;
        justify-content: center;
        text-align: center;
      }

      #jspsych-html-button-response-stimulus {
        text-align: center;
      }

      #jspsych-html-button-response-btngroup {
        margin-top: 28px !important;
        text-align: center;
      }

      .jspsych-html-button-response-button {
        margin: 0 8px !important;
      }

      .jspsych-html-button-response-button button {
        font-size: 20px !important;
        padding: 8px 22px !important;
      }
    </style>
  

      <div style=""
        text-align: center;
      "">
        <div style=""
          font-size: 42px;
          font-weight: bold;
          margin-bottom: 18px;
        "">
          SAUCER
        </div>

        <div style=""
          font-size: 30px;
        "">
          Will this item fit in a shoebox?
        </div>
      </div>
    ",,553132,,188,html-button-response
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,196,distractor_question,41,41,size,THRONE,2,0,2440.899999976158,yes,0,True,,,,,,,,,,,,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,5258.300000011921,4000,True,2440.899999976158,,,False,,,,,0,,True,,,0.0-7.0-104.0-2.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,"
      
    <style>
      #jspsych-content {
        width: 100%;
        min-height: 88vh;
        display: flex;
        flex-direction: column;
        align-items: center;
        justify-content: center;
        text-align: center;
      }

      #jspsych-html-button-response-stimulus {
        text-align: center;
      }

      #jspsych-html-button-response-btngroup {
        margin-top: 28px !important;
        text-align: center;
      }

      .jspsych-html-button-response-button {
        margin: 0 8px !important;
      }

      .jspsych-html-button-response-button button {
        font-size: 20px !important;
        padding: 8px 22px !important;
      }
    </style>
  

      <div style=""
        text-align: center;
      "">
        <div style=""
          font-size: 42px;
          font-weight: bold;
          margin-bottom: 18px;
        "">
          THRONE
        </div>

        <div style=""
          font-size: 30px;
        "">
          Will this item fit in a shoebox?
        </div>
      </div>
    ",,555575,,189,html-button-response
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,197,forecast,41,,,,,"{""forecast_value"": ""480""}",3067.5,,,,466,480,480,True,,,,,,,,,0.0.1,,,,,,,840,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,,,,,,,False,,,,,0,,True,,,0.0-7.0-105.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,,,558645,,190,survey-text
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,198,forecast_feedback_recitation,41,,,,,"{""typed_actual_value"": ""484""}",3024.400000035763,,,,,,480,,484,4,80,920,,484,True,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,,,,,,,False,,,,,0,,True,,,0.0-7.0-106.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,,,561673,,191,survey-text
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,199,distractor_question,42,42,animacy,SAILOR,0,0,8287.5,yes,0,True,,,,,,,,,,,,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,8289.599999964237,4000,True,8287.5,,,False,,,,,0,,True,,,0.0-7.0-107.0-0.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,"
      
    <style>
      #jspsych-content {
        width: 100%;
        min-height: 88vh;
        display: flex;
        flex-direction: column;
        align-items: center;
        justify-content: center;
        text-align: center;
      }

      #jspsych-html-button-response-stimulus {
        text-align: center;
      }

      #jspsych-html-button-response-btngroup {
        margin-top: 28px !important;
        text-align: center;
      }

      .jspsych-html-button-response-button {
        margin: 0 8px !important;
      }

      .jspsych-html-button-response-button button {
        font-size: 20px !important;
        padding: 8px 22px !important;
      }
    </style>
  

      <div style=""
        text-align: center;
      "">
        <div style=""
          font-size: 42px;
          font-weight: bold;
          margin-bottom: 18px;
        "">
          SAILOR
        </div>

        <div style=""
          font-size: 30px;
        "">
          Is this item living or not living?
        </div>
      </div>
    ",,569962,,192,html-button-response
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,200,forecast,42,,,,,"{""forecast_value"": ""491""}",5647.400000035763,,,,484,491,491,True,,,,,,,,,0.0.1,,,,,,,920,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,,,,,,,False,,,,,0,,True,,,0.0-7.0-108.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,,,575615,,193,survey-text
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,201,forecast_feedback_recitation,42,,,,,"{""typed_actual_value"": ""460""}",2121.5,,,,,,491,,460,31,0,920,,460,True,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,,,,,,,False,,,,,0,,True,,,0.0-7.0-109.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,,,577739,,194,survey-text
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,202,distractor_question,43,43,animacy,PARROT,0,0,1598.8999999761581,yes,0,True,,,,,,,,,,,,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,1601.3999999761581,4000,False,1598.8999999761581,,,False,,,,,0,,True,,,0.0-7.0-110.0-0.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,"
      
    <style>
      #jspsych-content {
        width: 100%;
        min-height: 88vh;
        display: flex;
        flex-direction: column;
        align-items: center;
        justify-content: center;
        text-align: center;
      }

      #jspsych-html-button-response-stimulus {
        text-align: center;
      }

      #jspsych-html-button-response-btngroup {
        margin-top: 28px !important;
        text-align: center;
      }

      .jspsych-html-button-response-button {
        margin: 0 8px !important;
      }

      .jspsych-html-button-response-button button {
        font-size: 20px !important;
        padding: 8px 22px !important;
      }
    </style>
  

      <div style=""
        text-align: center;
      "">
        <div style=""
          font-size: 42px;
          font-weight: bold;
          margin-bottom: 18px;
        "">
          PARROT
        </div>

        <div style=""
          font-size: 30px;
        "">
          Is this item living or not living?
        </div>
      </div>
    ",,579341,,195,html-button-response
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,203,distractor_question,43,43,animacy,MASCARA,1,1,1307.199999988079,no,1,True,,,,,,,,,,,,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,2912.399999976158,4000,False,1307.199999988079,,,False,,,,,0,,True,,,0.0-7.0-110.0-1.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,"
      
    <style>
      #jspsych-content {
        width: 100%;
        min-height: 88vh;
        display: flex;
        flex-direction: column;
        align-items: center;
        justify-content: center;
        text-align: center;
      }

      #jspsych-html-button-response-stimulus {
        text-align: center;
      }

      #jspsych-html-button-response-btngroup {
        margin-top: 28px !important;
        text-align: center;
      }

      .jspsych-html-button-response-button {
        margin: 0 8px !important;
      }

      .jspsych-html-button-response-button button {
        font-size: 20px !important;
        padding: 8px 22px !important;
      }
    </style>
  

      <div style=""
        text-align: center;
      "">
        <div style=""
          font-size: 42px;
          font-weight: bold;
          margin-bottom: 18px;
        "">
          MASCARA
        </div>

        <div style=""
          font-size: 30px;
        "">
          Is this item living or not living?
        </div>
      </div>
    ",,580652,,196,html-button-response
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,204,distractor_question,43,43,animacy,FRANCE,2,1,1256.2000000476837,no,1,True,,,,,,,,,,,,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,4172.5,4000,True,1256.2000000476837,,,False,,,,,0,,True,,,0.0-7.0-110.0-2.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,"
      
    <style>
      #jspsych-content {
        width: 100%;
        min-height: 88vh;
        display: flex;
        flex-direction: column;
        align-items: center;
        justify-content: center;
        text-align: center;
      }

      #jspsych-html-button-response-stimulus {
        text-align: center;
      }

      #jspsych-html-button-response-btngroup {
        margin-top: 28px !important;
        text-align: center;
      }

      .jspsych-html-button-response-button {
        margin: 0 8px !important;
      }

      .jspsych-html-button-response-button button {
        font-size: 20px !important;
        padding: 8px 22px !important;
      }
    </style>
  

      <div style=""
        text-align: center;
      "">
        <div style=""
          font-size: 42px;
          font-weight: bold;
          margin-bottom: 18px;
        "">
          FRANCE
        </div>

        <div style=""
          font-size: 30px;
        "">
          Is this item living or not living?
        </div>
      </div>
    ",,581912,,197,html-button-response
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,205,forecast,43,,,,,"{""forecast_value"": ""492""}",3795.5,,,,460,492,492,True,,,,,,,,,0.0.1,,,,,,,920,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,,,,,,,False,,,,,0,,True,,,0.0-7.0-111.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,,,585713,,198,survey-text
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,206,forecast_feedback_recitation,43,,,,,"{""typed_actual_value"": ""494""}",2104.100000023842,,,,,,492,,494,2,90,1010,,494,True,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,,,,,,,False,,,,,0,,True,,,0.0-7.0-112.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,,,587821,,199,survey-text
debugUtYs0:debugwHh1n,debugUtYs0,debugwHh1n,debugoKN0C,1,0,84,debugUtYs0:debugwHh1n,0,84,84,0.7,animacy,207,distractor_question,44,44,animacy,BALCONY,0,1,2097,no,1,True,,,,,,,,,,,,,0.0.1,,,,,,,,,2026-08-03 19:59:24.385543,0.0,chrome,0.0.1,0,84,,127.0.0.1,en-US,debug,windows,2099.800000011921,4000,False,2097,,,False,,,,,0,,True,,,0.0-7.0-113.0-0.0-0.0,True,,,debugwHh1n,0,393,debugoKN0C,debugUtYs0:debugwHh1n,debug,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",debugUtYs0,"
      
    <style>
      #jspsych-content {
        width: 100%;
        min-height: 88vh;
        display: flex;
        flex-direction: column;
        align-items: center;
        justify-content: center;
        text-align: center;
      }

      #jspsych-html-button-response-stimulus {
        text-align: center;
      }

      #jspsych-html-button-response-btngroup {
        margin-top: 28px !important;
        text-align: center;
      }

      .jspsych-html-button-response-button {
        margin: 0 8px !important;
      }

      .jspsych-html-button-response-button button {
        font-size: 20px !important;
        padding: 8px 22px !important;
      }
    </style>
  

      <div style=""
        text-align: center;
      "">
        <div style=""
          font-size: 42px;
          font-weight: bold;
          margin-bottom: 18px;
        "">
          BALCONY
        </div>

        <div style=""
          font-size: 30px;
        "">
          Is this item living or not living?
        </div>
      </div>
    ",,589921,,200,html-button-response
